DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
14/09/2017,213.00,CTD,211.00,213.50,210.00,90420.00
13/09/2017,211.00,CTD,209.00,211.00,207.60,96930.00
12/09/2017,209.00,CTD,208.10,209.50,208.10,57200.00
11/09/2017,208.70,CTD,210.00,211.50,208.50,45620.00
08/09/2017,209.40,CTD,208.30,209.60,208.30,47510.00
07/09/2017,208.30,CTD,208.30,209.00,208.00,9890.00
06/09/2017,208.20,CTD,209.00,209.00,207.50,36940.00
05/09/2017,209.00,CTD,210.00,210.00,207.50,25140.00
01/09/2017,208.10,CTD,209.20,210.00,208.00,16980.00
31/08/2017,209.00,CTD,209.50,209.50,208.50,91150.00
30/08/2017,208.90,CTD,211.00,211.00,208.40,106620.00
29/08/2017,213.50,CTD,213.50,214.90,213.00,58380.00
28/08/2017,214.90,CTD,215.80,215.80,213.00,28260.00
25/08/2017,215.00,CTD,212.00,215.30,212.00,48230.00
24/08/2017,214.00,CTD,211.00,215.20,211.00,67010.00
23/08/2017,211.00,CTD,210.00,211.00,210.00,18800.00
22/08/2017,210.00,CTD,209.10,212.00,209.00,44370.00
21/08/2017,209.40,CTD,209.00,210.00,209.00,71750.00
18/08/2017,209.00,CTD,210.00,210.50,209.00,40100.00
17/08/2017,210.00,CTD,212.20,214.00,210.00,71930.00
16/08/2017,211.80,CTD,208.50,211.90,208.50,57730.00
15/08/2017,208.60,CTD,208.50,209.00,208.50,28210.00
14/08/2017,208.80,CTD,208.30,209.30,208.30,37390.00
11/08/2017,208.30,CTD,210.00,210.00,207.00,16670.00
10/08/2017,210.00,CTD,208.50,211.50,208.50,54330.00
09/08/2017,208.90,CTD,211.70,211.70,207.60,74600.00
08/08/2017,211.70,CTD,212.00,212.80,211.00,48070.00
07/08/2017,211.00,CTD,209.00,211.50,208.80,74820.00
04/08/2017,209.00,CTD,208.00,209.20,208.00,59590.00
03/08/2017,208.80,CTD,206.50,210.10,206.50,62450.00
02/08/2017,209.80,CTD,204.00,209.80,204.00,129110.00
01/08/2017,209.90,CTD,208.30,209.90,204.00,111500.00
31/07/2017,208.30,CTD,204.00,208.50,202.00,91500.00
28/07/2017,204.00,CTD,199.00,204.00,197.80,63440.00
27/07/2017,199.00,CTD,197.90,199.80,197.60,47790.00
26/07/2017,197.90,CTD,198.00,200.00,196.80,47870.00
25/07/2017,196.00,CTD,197.50,197.50,193.60,95010.00
24/07/2017,197.50,CTD,194.50,197.50,189.80,129320.00
21/07/2017,195.00,CTD,204.50,204.50,195.00,155490.00
20/07/2017,202.00,CTD,202.00,207.00,201.50,157570.00
19/07/2017,208.50,CTD,210.00,211.60,208.50,38720.00
18/07/2017,210.00,CTD,213.90,213.90,210.00,37590.00
17/07/2017,213.90,CTD,212.60,214.00,210.50,61130.00
14/07/2017,214.90,CTD,215.00,215.00,213.80,5270.00
13/07/2017,215.00,CTD,214.50,215.00,212.20,62410.00
12/07/2017,213.00,CTD,215.00,215.00,212.00,22850.00
11/07/2017,213.50,CTD,215.50,215.50,211.80,103610.00
10/07/2017,214.00,CTD,215.00,215.00,213.00,30230.00
07/07/2017,215.00,CTD,217.00,217.50,215.00,52310.00
06/07/2017,217.50,CTD,216.00,217.80,215.00,95310.00
05/07/2017,216.00,CTD,214.00,216.50,213.40,103040.00
04/07/2017,213.50,CTD,211.50,213.50,209.80,123960.00
03/07/2017,211.50,CTD,216.00,216.00,211.10,158770.00
30/06/2017,216.50,CTD,219.00,219.00,216.00,89990.00
29/06/2017,218.80,CTD,218.50,219.00,216.10,100660.00
28/06/2017,218.70,CTD,218.50,219.50,218.00,106730.00
27/06/2017,218.50,CTD,218.00,219.00,217.10,66970.00
26/06/2017,218.00,CTD,219.00,219.00,216.00,26800.00
23/06/2017,218.50,CTD,216.00,223.50,213.30,176120.00
22/06/2017,215.20,CTD,215.00,215.90,214.00,47610.00
21/06/2017,215.00,CTD,216.00,216.00,212.00,144310.00
20/06/2017,216.20,CTD,217.00,218.60,214.00,218390.00
19/06/2017,217.00,CTD,217.00,217.90,216.50,113010.00
16/06/2017,217.00,CTD,220.00,220.00,216.00,66560.00
15/06/2017,216.00,CTD,218.50,218.80,215.40,51140.00
14/06/2017,217.30,CTD,210.10,217.30,210.00,262390.00
13/06/2017,210.30,CTD,208.50,210.50,208.50,27850.00
12/06/2017,209.60,CTD,210.00,210.00,208.00,55320.00
09/06/2017,209.30,CTD,210.20,212.00,209.10,61440.00
08/06/2017,211.60,CTD,211.50,212.80,211.00,67350.00
07/06/2017,212.00,CTD,210.70,213.50,210.00,87500.00
06/06/2017,211.10,CTD,208.00,212.00,208.00,50740.00
05/06/2017,209.30,CTD,213.50,213.90,209.10,147150.00
02/06/2017,213.00,CTD,213.50,213.50,210.50,58920.00
01/06/2017,213.50,CTD,214.00,214.00,212.00,53270.00
31/05/2017,214.00,CTD,206.00,214.50,206.00,155720.00
30/05/2017,208.00,CTD,214.00,215.40,208.00,118460.00
29/05/2017,213.00,CTD,213.50,214.60,211.60,120210.00
26/05/2017,213.00,CTD,210.90,215.00,210.00,230350.00
25/05/2017,210.00,CTD,202.00,210.00,200.80,180420.00
24/05/2017,201.00,CTD,200.70,202.00,200.00,63060.00
23/05/2017,200.00,CTD,200.70,200.80,199.10,71650.00
22/05/2017,200.70,CTD,202.00,202.10,200.00,123280.00
19/05/2017,202.00,CTD,203.00,203.00,201.00,50370.00
18/05/2017,202.50,CTD,203.90,203.90,202.30,67470.00
17/05/2017,203.40,CTD,201.00,203.60,201.00,105170.00
